customer_id,first_name,last_name,email,signup_date,acquisition_channel,customer_segment,city,country
CUST00061,Henry,Lee,henry.lee48@example.com,2025-04-13,Meta Ads,,Los Angeles,United States
CUST00062,Emma,Anderson,emma.anderson89@example.com,2025-07-30,Referral,,Los Angeles,United States
CUST00063,Ethan,Miller,ethan.miller74@example.com,2024-09-28,Google Ads,,San Francisco,United States
CUST00064,Avery,Williams,avery.williams41@example.com,2025-01-13,Google Ads,,Boston,United States
CUST00065,Sofia,Moore,sofia.moore48@example.com,2025-09-18,Referral,,Austin,United States
CUST00066,Emma,Perez,emma.perez80@example.com,2024-11-02,Referral,,Los Angeles,United States
CUST00067,Avery,Jones,avery.jones43@example.com,2024-04-28,Organic,,Austin,United States
CUST00068,Ava,Rodriguez,ava.rodriguez46@example.com,2025-09-11,Google Ads,,San Francisco,United States
CUST00069,Sophia,Perez,sophia.perez91@example.com,2024-09-27,Meta Ads,,Miami,United States
CUST00070,Avery,Robinson,avery.robinson16@example.com,2024-04-04,Email,,Miami,United States
CUST00071,Liam,Smith,liam.smith52@example.com,2026-02-28,Google Ads,,Miami,United States
CUST00072,Oliver,White,oliver.white66@example.com,2025-07-18,Organic,,Austin,United States
CUST00073,Emma,Brown,emma.brown19@example.com,2025-12-08,Referral,,Austin,United States
CUST00074,Liam,Clark,liam.clark57@example.com,2025-08-19,Email,,Seattle,United States
CUST00075,Ava,Johnson,ava.johnson49@example.com,2025-01-08,Organic,,New York,United States
CUST00076,Avery,Lopez,avery.lopez36@example.com,2025-11-29,Google Ads,,Los Angeles,United States
CUST00077,Benjamin,Harris,benjamin.harris81@example.com,2025-02-20,Referral,,Chicago,United States
CUST00078,Logan,Robinson,logan.robinson40@example.com,2024-06-15,Referral,,Chicago,United States
CUST00079,Avery,Wilson,avery.wilson13@example.com,2024-07-02,Organic,,San Francisco,United States
CUST00080,Michael,Robinson,michael.robinson62@example.com,2025-11-16,Organic,,Houston,United States
CUST00081,Isabella,Garcia,isabella.garcia99@example.com,2024-04-20,Meta Ads,,New York,United States
CUST00082,Daniel,Thomas,daniel.thomas38@example.com,2024-07-23,Organic,,Boston,United States
CUST00083,Benjamin,Martinez,benjamin.martinez39@example.com,2024-08-16,Google Ads,,Houston,United States
CUST00084,Charlotte,Hernandez,charlotte.hernandez45@example.com,2024-03-12,Referral,,Miami,United States
CUST00085,Benjamin,Lee,benjamin.lee75@example.com,2025-02-13,Email,,Austin,United States
CUST00086,Mia,Smith,mia.smith24@example.com,2024-09-24,Google Ads,,Miami,United States
CUST00087,Liam,Brown,liam.brown86@example.com,2025-03-20,Meta Ads,,San Francisco,United States
CUST00088,Lucas,Martin,lucas.martin75@example.com,2024-04-28,Meta Ads,,Denver,United States
CUST00089,Sophia,Rodriguez,sophia.rodriguez15@example.com,2025-12-26,Meta Ads,,Austin,United States
CUST00090,Logan,Sanchez,logan.sanchez78@example.com,2025-12-04,Organic,,Houston,United States
CUST00091,Benjamin,Wilson,benjamin.wilson18@example.com,2025-11-11,Referral,,Denver,United States
CUST00092,Mia,Perez,mia.perez25@example.com,2026-01-07,Referral,,Austin,United States
CUST00093,James,Perez,james.perez62@example.com,2024-11-30,Meta Ads,,Miami,United States
CUST00094,Ethan,Jones,ethan.jones34@example.com,2025-03-06,Email,,Seattle,United States
CUST00095,Henry,White,henry.white32@example.com,2025-09-22,Email,,Seattle,United States
CUST00096,Ethan,Clark,ethan.clark10@example.com,2024-11-07,Google Ads,,Seattle,United States
CUST00097,Michael,Jackson,michael.jackson87@example.com,2025-11-01,Meta Ads,,Boston,United States
CUST00098,Amelia,Perez,amelia.perez37@example.com,2025-06-07,Meta Ads,,Chicago,United States
CUST00099,Henry,Williams,henry.williams46@example.com,2025-06-11,Email,,Denver,United States
CUST00100,Mia,Williams,mia.williams40@example.com,2025-11-19,Meta Ads,,Houston,United States
CUST00101,Ava,Smith,ava.smith15@example.com,2024-09-07,Referral,,Denver,United States
CUST00102,Daniel,Harris,daniel.harris19@example.com,2025-04-11,Meta Ads,,Denver,United States
CUST00103,Sophia,Thompson,sophia.thompson99@example.com,2025-01-28,Meta Ads,,Houston,United States
CUST00104,Ava,Lee,ava.lee98@example.com,2024-01-06,Organic,,Los Angeles,United States
CUST00105,Elizabeth,Wilson,elizabeth.wilson38@example.com,2024-06-29,Organic,,Austin,United States
CUST00106,Amelia,Johnson,amelia.johnson81@example.com,2024-09-12,Referral,,Los Angeles,United States
CUST00107,Amelia,Jones,amelia.jones69@example.com,2025-11-14,Meta Ads,,Austin,United States
CUST00108,Alexander,Hernandez,alexander.hernandez66@example.com,2025-09-19,Organic,,Austin,United States
CUST00109,Lucas,Clark,lucas.clark80@example.com,2025-04-01,Organic,,Boston,United States
CUST00110,Amelia,Rodriguez,amelia.rodriguez41@example.com,2025-10-14,Google Ads,,Austin,United States
CUST00111,Mason,Lee,mason.lee40@example.com,2024-10-08,Meta Ads,,Miami,United States
CUST00112,Elijah,Rodriguez,elijah.rodriguez52@example.com,2024-11-23,Organic,,Los Angeles,United States
CUST00113,Ava,Jones,ava.jones39@example.com,2025-01-27,Email,,Houston,United States
CUST00114,Olivia,Wilson,olivia.wilson62@example.com,2024-12-04,Meta Ads,,Seattle,United States
CUST00115,Liam,Miller,liam.miller63@example.com,2025-02-02,Referral,,Denver,United States
CUST00116,Emily,Smith,emily.smith83@example.com,2025-01-24,Meta Ads,,San Francisco,United States
CUST00117,James,Harris,james.harris59@example.com,2025-03-05,Meta Ads,,Austin,United States
CUST00118,Michael,Martin,michael.martin38@example.com,2025-05-14,Google Ads,,Seattle,United States
CUST00119,Mason,Smith,mason.smith59@example.com,2024-12-10,Email,,Seattle,United States
CUST00120,Jacob,Garcia,jacob.garcia69@example.com,2024-05-10,Referral,,Austin,United States
CUST00121,Emma,Robinson,emma.robinson60@example.com,2025-08-29,Email,,New York,United States
CUST00122,Olivia,Lee,olivia.lee64@example.com,2024-05-18,Organic,,Chicago,United States
CUST00123,Liam,Rodriguez,liam.rodriguez58@example.com,2024-12-01,Google Ads,,San Francisco,United States
CUST00124,Mia,Harris,mia.harris58@example.com,2024-10-11,Organic,,Seattle,United States
CUST00125,Isabella,Clark,isabella.clark20@example.com,2025-04-26,Google Ads,,Austin,United States
CUST00126,Liam,Lopez,liam.lopez38@example.com,2025-10-27,Google Ads,,New York,United States
CUST00127,Elizabeth,Smith,elizabeth.smith41@example.com,2024-07-23,Organic,,Denver,United States
CUST00128,Ava,Davis,ava.davis26@example.com,2025-04-29,Email,,Denver,United States
CUST00129,Sophia,Anderson,sophia.anderson99@example.com,2024-09-19,Organic,,Chicago,United States
CUST00130,Alexander,Martin,alexander.martin24@example.com,2026-03-07,Organic,,Miami,United States
CUST00131,Noah,Jackson,noah.jackson13@example.com,2024-11-15,Email,,Seattle,United States
CUST00132,Charlotte,Thompson,charlotte.thompson35@example.com,2024-03-18,Email,,Houston,United States
CUST00133,Noah,Thompson,noah.thompson48@example.com,2025-12-01,Email,,Los Angeles,United States
CUST00134,Michael,Jackson,michael.jackson15@example.com,2024-12-21,Meta Ads,,San Francisco,United States
CUST00135,Olivia,Taylor,olivia.taylor92@example.com,2024-12-15,Google Ads,,Seattle,United States
CUST00136,Sofia,Thomas,sofia.thomas23@example.com,2025-03-19,Referral,,Boston,United States
CUST00137,Emily,Jones,emily.jones65@example.com,2024-06-29,Organic,,Miami,United States
CUST00138,Alexander,Sanchez,alexander.sanchez78@example.com,2026-03-04,Meta Ads,,Seattle,United States
CUST00139,Sofia,White,sofia.white85@example.com,2024-10-01,Meta Ads,,Houston,United States
CUST00140,Sofia,Robinson,sofia.robinson21@example.com,2024-10-12,Organic,,Houston,United States
CUST00141,Elizabeth,Anderson,elizabeth.anderson82@example.com,2025-09-16,Email,,San Francisco,United States
CUST00142,Emma,Thomas,emma.thomas51@example.com,2024-07-05,Meta Ads,,San Francisco,United States
CUST00143,Michael,Rodriguez,michael.rodriguez53@example.com,2024-10-13,Organic,,Miami,United States
CUST00144,Ethan,Smith,ethan.smith76@example.com,2024-07-14,Google Ads,,Seattle,United States
CUST00145,Mason,Moore,mason.moore40@example.com,2025-12-08,Meta Ads,,Boston,United States
CUST00146,Amelia,Sanchez,amelia.sanchez12@example.com,2024-04-05,Google Ads,,Seattle,United States
CUST00147,Emily,Davis,emily.davis49@example.com,2025-11-10,Email,,Boston,United States
CUST00148,Ethan,Taylor,ethan.taylor54@example.com,2025-03-11,Referral,,Austin,United States
CUST00149,Mia,Lopez,mia.lopez99@example.com,2025-04-09,Google Ads,,Miami,United States
CUST00150,Elijah,Brown,elijah.brown34@example.com,2024-11-19,Google Ads,,Austin,United States
CUST00151,Elizabeth,Thompson,elizabeth.thompson33@example.com,2024-07-15,Google Ads,,Boston,United States
CUST00152,Isabella,White,isabella.white85@example.com,2026-02-17,Meta Ads,,Miami,United States
CUST00153,Noah,Clark,noah.clark34@example.com,2024-10-30,Google Ads,,Chicago,United States
CUST00154,James,Smith,james.smith78@example.com,2024-05-09,Google Ads,,New York,United States
CUST00155,Ethan,Martinez,ethan.martinez99@example.com,2024-05-09,Email,,Boston,United States
CUST00156,Noah,Ramirez,noah.ramirez11@example.com,2025-08-10,Google Ads,,Boston,United States
CUST00157,Amelia,Hernandez,amelia.hernandez33@example.com,2024-02-22,Google Ads,,Boston,United States
CUST00158,Noah,Clark,noah.clark18@example.com,2025-02-14,Meta Ads,,Denver,United States
CUST00159,Abigail,Perez,abigail.perez16@example.com,2024-06-04,Google Ads,,Denver,United States
CUST00160,James,Williams,james.williams41@example.com,2024-05-01,Email,,Seattle,United States
CUST00161,Alexander,Martin,alexander.martin89@example.com,2024-08-19,Organic,,Seattle,United States
CUST00162,Amelia,Robinson,amelia.robinson66@example.com,2024-10-31,Organic,,Seattle,United States
CUST00163,James,Jackson,james.jackson89@example.com,2024-03-02,Email,,Los Angeles,United States
CUST00164,Elizabeth,Miller,elizabeth.miller90@example.com,2024-08-04,Google Ads,,Los Angeles,United States
CUST00165,Oliver,Davis,oliver.davis32@example.com,2025-07-19,Google Ads,,New York,United States
CUST00166,Lucas,Anderson,lucas.anderson98@example.com,2025-08-31,Meta Ads,,New York,United States
CUST00167,Elijah,Martinez,elijah.martinez46@example.com,2025-12-20,Organic,,Los Angeles,United States
CUST00168,Henry,Davis,henry.davis43@example.com,2026-03-17,Organic,,Denver,United States
CUST00169,Henry,Sanchez,henry.sanchez35@example.com,2025-03-11,Google Ads,,Houston,United States
CUST00170,Abigail,Jones,abigail.jones44@example.com,2024-05-25,Google Ads,,Chicago,United States
CUST00171,Michael,Martinez,michael.martinez86@example.com,2026-02-05,Organic,,Miami,United States
CUST00172,Amelia,Brown,amelia.brown69@example.com,2025-12-06,Meta Ads,,Seattle,United States
CUST00173,Isabella,Taylor,isabella.taylor79@example.com,2025-05-20,Meta Ads,,Denver,United States
CUST00174,Liam,Lewis,liam.lewis65@example.com,2026-01-22,Meta Ads,,Miami,United States
CUST00175,Emma,Williams,emma.williams39@example.com,2025-11-21,Organic,,Denver,United States
CUST00176,Evelyn,Smith,evelyn.smith96@example.com,2024-10-02,Email,,Chicago,United States
CUST00177,Mason,Taylor,mason.taylor93@example.com,2025-03-28,Referral,,Chicago,United States
CUST00178,Evelyn,Wilson,evelyn.wilson91@example.com,2025-05-18,Referral,,Boston,United States
CUST00179,Benjamin,Wilson,benjamin.wilson52@example.com,2024-11-24,Email,,Chicago,United States
CUST00180,Mia,Wilson,mia.wilson98@example.com,2025-05-22,Google Ads,,Seattle,United States
CUST00181,Sofia,Harris,sofia.harris80@example.com,2024-02-07,Meta Ads,,San Francisco,United States
CUST00182,Isabella,Hernandez,isabella.hernandez24@example.com,2026-03-02,Meta Ads,,Austin,United States
CUST00183,Sofia,Smith,sofia.smith94@example.com,2025-07-09,Meta Ads,,New York,United States
CUST00184,Sophia,Taylor,sophia.taylor56@example.com,2025-09-29,Organic,,Boston,United States
CUST00185,Elizabeth,Johnson,elizabeth.johnson36@example.com,2024-09-30,Meta Ads,,Miami,United States
CUST00186,Amelia,Lewis,amelia.lewis99@example.com,2025-05-11,Google Ads,,Denver,United States
CUST00187,Michael,Davis,michael.davis30@example.com,2024-11-14,Email,,Austin,United States
CUST00188,Lucas,Williams,lucas.williams38@example.com,2024-04-26,Meta Ads,,Los Angeles,United States
CUST00189,Abigail,Clark,abigail.clark29@example.com,2025-05-25,Referral,,Miami,United States
CUST00190,Harper,Thompson,harper.thompson44@example.com,2025-03-01,Organic,,Boston,United States
CUST00191,Elijah,Anderson,elijah.anderson80@example.com,2024-05-28,Meta Ads,,Denver,United States
CUST00192,Harper,White,harper.white27@example.com,2024-03-12,Google Ads,,Seattle,United States
CUST00193,Mia,Robinson,mia.robinson74@example.com,2024-09-30,Organic,,Miami,United States
CUST00194,Jacob,Martinez,jacob.martinez85@example.com,2025-08-16,Referral,,Boston,United States
CUST00195,Daniel,Jones,daniel.jones67@example.com,2025-07-05,Meta Ads,,San Francisco,United States
CUST00196,Ethan,Harris,ethan.harris79@example.com,2025-01-21,Meta Ads,,San Francisco,United States
CUST00197,Daniel,Miller,daniel.miller99@example.com,2024-09-01,Email,,Houston,United States
CUST00198,Daniel,Harris,daniel.harris62@example.com,2024-02-14,Meta Ads,,Boston,United States
CUST00199,Emily,Robinson,emily.robinson58@example.com,2025-01-30,Referral,,Chicago,United States
CUST00200,Mason,Johnson,mason.johnson26@example.com,2025-05-29,Referral,,San Francisco,United States
CUST00201,Daniel,Brown,daniel.brown66@example.com,2024-04-12,Meta Ads,,Boston,United States
CUST00202,Emma,White,emma.white28@example.com,2025-02-23,Organic,,Chicago,United States
CUST00203,Olivia,Thomas,olivia.thomas43@example.com,2024-12-12,Email,,Seattle,United States
CUST00204,Abigail,Williams,abigail.williams52@example.com,2025-11-21,Organic,,Seattle,United States
CUST00205,Mia,Lee,mia.lee72@example.com,2025-07-08,Google Ads,,Los Angeles,United States
CUST00206,Elijah,Lee,elijah.lee97@example.com,2024-10-21,Referral,,Los Angeles,United States
CUST00207,Lucas,Brown,lucas.brown91@example.com,2025-12-21,Organic,,Boston,United States
CUST00208,Oliver,Thompson,oliver.thompson48@example.com,2024-01-30,Google Ads,,New York,United States
CUST00209,James,Lopez,james.lopez57@example.com,2025-03-17,Google Ads,,Austin,United States
CUST00210,Lucas,Jackson,lucas.jackson97@example.com,2026-03-22,Google Ads,,Chicago,United States
CUST00211,Olivia,Martin,olivia.martin58@example.com,2025-09-26,Email,,Boston,United States
CUST00212,Logan,Jackson,logan.jackson28@example.com,2024-08-25,Meta Ads,,Miami,United States
CUST00213,Amelia,Rodriguez,amelia.rodriguez95@example.com,2024-01-10,Organic,,Boston,United States
CUST00214,Avery,Martinez,avery.martinez96@example.com,2025-07-13,Google Ads,,Boston,United States
CUST00215,Benjamin,Jackson,benjamin.jackson48@example.com,2025-10-16,Referral,,Miami,United States
CUST00216,Amelia,Ramirez,amelia.ramirez48@example.com,2024-07-22,Referral,,Boston,United States
CUST00217,Noah,Davis,noah.davis58@example.com,2025-08-08,Meta Ads,,Miami,United States
CUST00218,Emily,Martinez,emily.martinez12@example.com,2025-11-05,Meta Ads,,New York,United States
CUST00219,Evelyn,Ramirez,evelyn.ramirez97@example.com,2026-03-07,Organic,,New York,United States
CUST00220,Logan,Martin,logan.martin73@example.com,2024-10-20,Organic,,Houston,United States
CUST00221,Alexander,Sanchez,alexander.sanchez55@example.com,2024-08-12,Email,,Denver,United States
CUST00222,Isabella,Perez,isabella.perez94@example.com,2025-11-28,Organic,,Los Angeles,United States
CUST00223,Avery,Lee,avery.lee92@example.com,2024-02-10,Meta Ads,,Boston,United States
CUST00224,Liam,Jackson,liam.jackson56@example.com,2026-01-19,Google Ads,,Miami,United States
CUST00225,Mia,White,mia.white63@example.com,2024-06-28,Google Ads,,Austin,United States
CUST00226,Avery,Lopez,avery.lopez77@example.com,2025-05-28,Referral,,Chicago,United States
CUST00227,Isabella,Robinson,isabella.robinson71@example.com,2024-10-29,Organic,,San Francisco,United States
CUST00228,Michael,Brown,michael.brown69@example.com,2024-03-18,Google Ads,,Houston,United States
CUST00229,Daniel,Perez,daniel.perez96@example.com,2025-02-10,Referral,,Austin,United States
CUST00230,Benjamin,Williams,benjamin.williams60@example.com,2024-01-15,Google Ads,,Los Angeles,United States
CUST00231,Amelia,Lopez,amelia.lopez96@example.com,2026-02-05,Email,,Denver,United States
CUST00232,Charlotte,Clark,charlotte.clark91@example.com,2025-01-15,Google Ads,,Houston,United States
CUST00233,Mason,Smith,mason.smith89@example.com,2025-07-28,Meta Ads,,Denver,United States
CUST00234,Elijah,Lee,elijah.lee18@example.com,2025-10-12,Organic,,Miami,United States
CUST00235,Abigail,Wilson,abigail.wilson24@example.com,2024-05-23,Google Ads,,New York,United States
CUST00236,James,Thomas,james.thomas24@example.com,2024-04-09,Google Ads,,Austin,United States
CUST00237,Ava,Gonzalez,ava.gonzalez68@example.com,2025-01-14,Email,,Austin,United States
CUST00238,Lucas,Jackson,lucas.jackson29@example.com,2025-02-28,Email,,Boston,United States
CUST00239,Alexander,Wilson,alexander.wilson45@example.com,2024-02-03,Email,,Houston,United States
CUST00240,Amelia,Anderson,amelia.anderson40@example.com,2025-01-06,Google Ads,,San Francisco,United States
CUST00241,Ethan,Lewis,ethan.lewis92@example.com,2025-01-02,Google Ads,,Miami,United States
CUST00242,Sophia,Brown,sophia.brown68@example.com,2024-04-03,Email,,Denver,United States
CUST00243,Emma,Johnson,emma.johnson52@example.com,2024-09-06,Referral,,Denver,United States
CUST00244,Sophia,Williams,sophia.williams80@example.com,2024-07-31,Email,,Houston,United States
CUST00245,Mia,Harris,mia.harris28@example.com,2026-03-18,Referral,,New York,United States
CUST00246,Isabella,Ramirez,isabella.ramirez28@example.com,2024-05-13,Meta Ads,,Chicago,United States
CUST00247,Noah,Perez,noah.perez13@example.com,2024-05-14,Google Ads,,Houston,United States
CUST00248,Evelyn,Hernandez,evelyn.hernandez12@example.com,2024-06-27,Google Ads,,Chicago,United States
CUST00249,Jacob,Wilson,jacob.wilson77@example.com,2024-04-26,Organic,,Boston,United States
CUST00250,Amelia,Harris,amelia.harris56@example.com,2025-06-09,Email,,Boston,United States
CUST00251,Harper,Davis,harper.davis88@example.com,2024-02-14,Organic,,Austin,United States
CUST00252,James,Anderson,james.anderson92@example.com,2024-02-01,Google Ads,,Boston,United States
CUST00253,Daniel,Gonzalez,daniel.gonzalez64@example.com,2025-12-03,Google Ads,,Boston,United States
CUST00254,Olivia,Lewis,olivia.lewis20@example.com,2024-11-25,Email,,Los Angeles,United States
CUST00255,Ava,Rodriguez,ava.rodriguez89@example.com,2025-10-10,Email,,San Francisco,United States
CUST00256,Charlotte,Martin,charlotte.martin77@example.com,2024-10-28,Meta Ads,,Denver,United States
CUST00257,Lucas,Brown,lucas.brown99@example.com,2024-04-27,Organic,,Austin,United States
CUST00258,Jacob,Ramirez,jacob.ramirez37@example.com,2025-03-16,Meta Ads,,Houston,United States
CUST00259,Lucas,Hernandez,lucas.hernandez68@example.com,2025-02-12,Meta Ads,,Los Angeles,United States
CUST00260,Mia,Wilson,mia.wilson50@example.com,2025-11-12,Google Ads,,Chicago,United States
CUST00261,Henry,Robinson,henry.robinson70@example.com,2024-03-09,Google Ads,,Los Angeles,United States
CUST00262,Olivia,Wilson,olivia.wilson22@example.com,2026-02-01,Organic,,Chicago,United States
CUST00263,Ethan,Johnson,ethan.johnson85@example.com,2025-07-29,Email,,Los Angeles,United States
CUST00264,Lucas,Lopez,lucas.lopez95@example.com,2026-02-07,Meta Ads,,New York,United States
CUST00265,James,Martin,james.martin49@example.com,2024-12-26,Google Ads,,Austin,United States
CUST00266,Sophia,Jones,sophia.jones94@example.com,2025-05-08,Google Ads,,Los Angeles,United States
CUST00267,Benjamin,Ramirez,benjamin.ramirez81@example.com,2025-01-11,Google Ads,,Miami,United States
CUST00268,Evelyn,Davis,evelyn.davis64@example.com,2025-07-28,Referral,,Denver,United States
CUST00269,Alexander,Perez,alexander.perez92@example.com,2025-07-24,Google Ads,,Miami,United States
CUST00270,Emma,Garcia,emma.garcia44@example.com,2025-12-20,Organic,,San Francisco,United States
CUST00271,Benjamin,Smith,benjamin.smith33@example.com,2024-05-26,Email,,Seattle,United States
CUST00272,Olivia,Jones,olivia.jones91@example.com,2024-02-01,Google Ads,,Austin,United States
CUST00273,Sophia,Gonzalez,sophia.gonzalez63@example.com,2025-04-09,Meta Ads,,San Francisco,United States
CUST00274,James,White,james.white51@example.com,2026-03-06,Referral,,Denver,United States
CUST00275,Olivia,Lewis,olivia.lewis16@example.com,2024-06-08,Google Ads,,Denver,United States
CUST00276,Liam,Perez,liam.perez20@example.com,2024-10-05,Meta Ads,,Seattle,United States
CUST00277,Mason,Martin,mason.martin66@example.com,2025-02-28,Google Ads,,Austin,United States
CUST00278,Noah,Lopez,noah.lopez65@example.com,2024-04-23,Google Ads,,Denver,United States
CUST00279,Mason,Taylor,mason.taylor95@example.com,2024-11-11,Google Ads,,Seattle,United States
CUST00280,Alexander,Johnson,alexander.johnson10@example.com,2024-07-28,Meta Ads,,Houston,United States
CUST00281,Elizabeth,Jones,elizabeth.jones42@example.com,2024-10-23,Meta Ads,,New York,United States
CUST00282,Mason,White,mason.white65@example.com,2024-06-28,Google Ads,,Austin,United States
CUST00283,Emily,Davis,emily.davis74@example.com,2025-07-26,Organic,,San Francisco,United States
CUST00284,Olivia,Gonzalez,olivia.gonzalez15@example.com,2025-03-22,Google Ads,,Los Angeles,United States
CUST00285,Daniel,Hernandez,daniel.hernandez83@example.com,2025-03-15,Email,,Seattle,United States
CUST00286,James,Brown,james.brown61@example.com,2024-01-22,Referral,,Chicago,United States
CUST00287,Michael,Martin,michael.martin68@example.com,2025-12-07,Referral,,Los Angeles,United States
